Gene	Comparison	Domain	GO.ID	Term	Annotated	Significant	Expected	pval	-log10(pvalue)	Fold.Enrichment	log10(FE)
Ehmt1	hom_vs_het_wt	BP	GO:1903115	regulation of actin filament-based movem...	51	9	3.3	0.00498	2.30277065724028	2.72727272727273	0.435728569561437
Ehmt1	hom_vs_het_wt	BP	GO:0000302	response to reactive oxygen species	188	22	12.16	0.00508	2.29413628771608	1.80921052631579	0.25748910588549
Ehmt1	hom_vs_het_wt	BP	GO:0071310	cellular response to organic substance	1573	139	101.78	0.00544	2.26440110030182	1.36569070544311	0.135352353716819
Ehmt1	hom_vs_het_wt	BP	GO:0002087	regulation of respiratory gaseous exchan...	12	4	0.78	0.00567	2.24641694110709	5.12820512820513	0.709965388637482
Ehmt1	hom_vs_het_wt	BP	GO:0071361	cellular response to ethanol	12	4	0.78	0.00567	2.24641694110709	5.12820512820513	0.709965388637482
Ehmt1	hom_vs_het_wt	BP	GO:0032776	DNA methylation on cytosine	12	4	0.78	0.00567	2.24641694110709	5.12820512820513	0.709965388637482
Ehmt1	hom_vs_het_wt	BP	GO:0071363	cellular response to growth factor stimu...	460	44	29.76	0.00600	2.22184874961636	1.47849462365591	0.169819749612346
Ehmt1	hom_vs_het_wt	BP	GO:0003009	skeletal muscle contraction	35	7	2.26	0.00633	2.19859628998264	3.09734513274336	0.490989600866856
Ehmt1	hom_vs_het_wt	BP	GO:0005978	glycogen biosynthetic process	35	7	2.26	0.00633	2.19859628998264	3.09734513274336	0.490989600866856
Ehmt1	hom_vs_het_wt	BP	GO:2000351	regulation of endothelial cell apoptotic...	35	7	2.26	0.00633	2.19859628998264	3.09734513274336	0.490989600866856
Ehmt1	hom_vs_het_wt	BP	GO:0045595	regulation of cell differentiation	1435	120	92.85	0.00644	2.19111413264019	1.2924071082391	0.111399337971826
Ehmt1	hom_vs_het_wt	BP	GO:0070306	lens fiber cell differentiation	27	6	1.75	0.00661	2.17979854051436	3.42857142857143	0.535113201697349
Ehmt1	hom_vs_het_wt	BP	GO:0045765	regulation of angiogenesis	181	21	11.71	0.00671	2.17327747983101	1.7933390264731	0.253662399661556
Ehmt1	hom_vs_het_wt	BP	GO:0048704	embryonic skeletal system morphogenesis	93	13	6.02	0.00674	2.17134010346468	2.15946843853821	0.334346861049012
Ehmt1	hom_vs_het_wt	BP	GO:0014070	response to organic cyclic compound	773	71	50.02	0.00693	2.15926676538819	1.41943222710916	0.152114661324592
Ehmt1	hom_vs_het_wt	BP	GO:0030855	epithelial cell differentiation	519	52	33.58	0.00705	2.1518108830086	1.5485407980941	0.189922651832769
Ehmt1	hom_vs_het_wt	BP	GO:0048513	organ development	2863	258	185.25	0.00738	2.13194363817696	1.39271255060729	0.143861489311864
Ehmt1	hom_vs_het_wt	BP	GO:0072132	mesenchyme morphogenesis	36	7	2.33	0.00743	2.12901118623942	3.00429184549356	0.477742118988238
Ehmt1	hom_vs_het_wt	BP	GO:0045668	negative regulation of osteoblast differ...	36	7	2.33	0.00743	2.12901118623942	3.00429184549356	0.477742118988238
Ehmt1	hom_vs_het_wt	BP	GO:0030334	regulation of cell migration	575	61	37.2	0.00751	2.12436006299583	1.63978494623656	0.214786895128869
Ehmt1	hom_vs_het_wt	BP	GO:0010594	regulation of endothelial cell migration	105	14	6.79	0.00765	2.11633856484638	2.06185567010309	0.314258261397736
Ehmt1	hom_vs_het_wt	BP	GO:0060045	positive regulation of cardiac muscle ce...	20	5	1.29	0.00769	2.11407366019857	3.87596899224806	0.58838029403677
Ehmt1	hom_vs_het_wt	BP	GO:1901021	positive regulation of calcium ion trans...	28	6	1.81	0.00796	2.09908693226233	3.31491712707182	0.520472675514459
Ehmt1	hom_vs_het_wt	BP	GO:0019722	calcium-mediated signaling	95	13	6.15	0.00805	2.09420411963213	2.11382113821138	0.32506823653142
Ehmt1	hom_vs_het_wt	BP	GO:0042593	glucose homeostasis	208	23	13.46	0.00835	2.0783135245164	1.70876671619614	0.232682776129635
Ehmt1	hom_vs_het_wt	BP	GO:0006874	cellular calcium ion homeostasis	285	33	18.44	0.00836	2.07779372256098	1.78958785249458	0.252753023160277
Ehmt1	hom_vs_het_wt	BP	GO:0051345	positive regulation of hydrolase activit...	639	57	41.35	0.00841	2.07520400420209	1.37847642079807	0.139399341783926
Ehmt1	hom_vs_het_wt	BP	GO:0010812	negative regulation of cell-substrate ad...	46	8	2.98	0.00866	2.06248210798265	2.68456375838926	0.428873722915688
Ehmt1	hom_vs_het_wt	BP	GO:2000027	regulation of organ morphogenesis	151	18	9.77	0.00882	2.05453141486818	1.84237461617195	0.265377941384533
Ehmt1	hom_vs_het_wt	BP	GO:0060079	regulation of excitatory postsynaptic me...	86	12	5.56	0.00916	2.03810452633215	2.15827338129496	0.334106454465567
Ehmt1	hom_vs_het_wt	BP	GO:0060538	skeletal muscle organ development	198	22	12.81	0.00923	2.03479829897409	1.71740827478532	0.23487355107752
Ehmt1	hom_vs_het_wt	BP	GO:2000401	regulation of lymphocyte migration	29	6	1.88	0.00950	2.02227639471115	3.19148936170213	0.503993401119964
Ehmt1	hom_vs_het_wt	BP	GO:0003283	atrial septum development	21	5	1.36	0.00957	2.01908806222316	3.67647058823529	0.565431095965801
Ehmt1	hom_vs_het_wt	BP	GO:0006144	purine nucleobase metabolic process	21	5	1.36	0.00957	2.01908806222316	3.67647058823529	0.565431095965801
Ehmt1	hom_vs_het_wt	BP	GO:0016337	single organismal cell-cell adhesion	296	30	19.15	0.00985	2.00656376950239	1.56657963446475	0.194952476415021
Ehmt1	hom_vs_het_wt	BP	GO:0060997	dendritic spine morphogenesis	47	8	3.04	0.00986	2.00612308505879	2.63157894736842	0.42021640338319
Ehmt1	hom_vs_het_wt	BP	GO:0043112	receptor metabolic process	142	17	9.19	0.01029	1.98758462523757	1.84983677910773	0.267133409992163
Ehmt1	hom_vs_het_wt	BP	GO:0065009	regulation of molecular function	2268	190	146.75	0.01032	1.98632030270881	1.29471890971039	0.112175491033177
Ehmt1	hom_vs_het_wt	BP	GO:0003161	cardiac conduction system development	14	4	0.91	0.01033	1.98589967848038	4.3956043956044	0.643018599006869
Ehmt1	hom_vs_het_wt	BP	GO:0030949	positive regulation of vascular endothel...	14	4	0.91	0.01033	1.98589967848038	4.3956043956044	0.643018599006869
Ehmt1	hom_vs_het_wt	BP	GO:0007512	adult heart development	14	4	0.91	0.01033	1.98589967848038	4.3956043956044	0.643018599006869
Ehmt1	hom_vs_het_wt	BP	GO:0060347	heart trabecula formation	14	4	0.91	0.01033	1.98589967848038	4.3956043956044	0.643018599006869
Ehmt1	hom_vs_het_wt	BP	GO:0002065	columnar/cuboidal epithelial cell differ...	98	13	6.34	0.01038	1.98380264648756	2.05047318611987	0.311854094425104
Ehmt1	hom_vs_het_wt	BP	GO:0006936	muscle contraction	239	41	15.46	0.01055	1.97674754036629	2.65200517464424	0.423574367137429
Ehmt1	hom_vs_het_wt	BP	GO:0007167	enzyme linked receptor protein signaling...	741	64	47.95	0.01079	1.96697855531709	1.33472367049009	0.125391362477205
Ehmt1	hom_vs_het_wt	BP	GO:0010469	regulation of receptor activity	88	12	5.69	0.01094	1.96098267800259	2.10896309314587	0.324068979652554
Ehmt1	hom_vs_het_wt	BP	GO:0060070	canonical Wnt signaling pathway	225	24	14.56	0.01097	1.95979337242529	1.64835164835165	0.217049866734588
Ehmt1	hom_vs_het_wt	BP	GO:0086004	regulation of cardiac muscle cell contra...	48	8	3.11	0.01118	1.9515581964496	2.57234726688103	0.410329597965106
Ehmt1	hom_vs_het_wt	BP	GO:0030857	negative regulation of epithelial cell d...	30	6	1.94	0.01124	1.94923368876696	3.09278350515464	0.490349520453418
Ehmt1	hom_vs_het_wt	BP	GO:0001954	positive regulation of cell-matrix adhes...	39	7	2.52	0.01157	1.93666664104825	2.77777777777778	0.443697499232713
Ehmt1	hom_vs_het_wt	BP	GO:1901565	organonitrogen compound catabolic proces...	720	69	46.59	0.01158	1.93629144060858	1.48100450740502	0.170556380289034
Ehmt1	hom_vs_het_wt	BP	GO:0010629	negative regulation of gene expression	1155	94	74.73	0.01159	1.9359165640364	1.25786163522013	0.0996328713435297
Ehmt1	hom_vs_het_wt	BP	GO:0048863	stem cell differentiation	350	34	22.65	0.01167	1.93292914395463	1.50110375275938	0.176410710693404
Ehmt1	hom_vs_het_wt	BP	GO:0048025	negative regulation of mRNA splicing, vi...	22	5	1.42	0.01173	1.93070198788447	3.52112676056338	0.546681659952962
Ehmt1	hom_vs_het_wt	BP	GO:0045766	positive regulation of angiogenesis	100	13	6.47	0.01220	1.91364016932525	2.00927357032457	0.303039071638136
Ehmt1	hom_vs_het_wt	BP	GO:0031099	regeneration	179	25	11.58	0.01242	1.90587840415944	2.15889464594128	0.33423144928062
Ehmt1	hom_vs_het_wt	BP	GO:0003382	epithelial cell morphogenesis	49	8	3.17	0.01262	1.89894064509188	2.52365930599369	0.402030724774192
Ehmt1	hom_vs_het_wt	BP	GO:0006406	mRNA export from nucleus	49	8	3.17	0.01262	1.89894064509188	2.52365930599369	0.402030724774192
Ehmt1	hom_vs_het_wt	BP	GO:0043534	blood vessel endothelial cell migration	69	10	4.46	0.01288	1.89008413697621	2.24215246636771	0.350665141287858
Ehmt1	hom_vs_het_wt	BP	GO:0072593	reactive oxygen species metabolic proces...	157	18	10.16	0.01292	1.88873748634093	1.77165354330709	0.248378797155406
Ehmt1	hom_vs_het_wt	BP	GO:0030890	positive regulation of B cell proliferat...	31	6	2.01	0.01319	1.87975520445363	2.98507462686567	0.474955192963155
Ehmt1	hom_vs_het_wt	BP	GO:0072111	cell proliferation involved in kidney de...	15	4	0.97	0.01338	1.8735438865682	4.12371134020619	0.615288257061718
Ehmt1	hom_vs_het_wt	BP	GO:0090136	epithelial cell-cell adhesion	15	4	0.97	0.01338	1.8735438865682	4.12371134020619	0.615288257061718
Ehmt1	hom_vs_het_wt	BP	GO:0023051	regulation of signaling	2450	184	158.52	0.01397	1.85480359388582	1.16073681554378	0.0647337593473844
Ehmt1	hom_vs_het_wt	BP	GO:0048729	tissue morphogenesis	538	61	34.81	0.01399	1.85418228550817	1.75237000861821	0.243625811726479
Ehmt1	hom_vs_het_wt	BP	GO:0002062	chondrocyte differentiation	91	12	5.89	0.01410	1.85078088734462	2.03735144312394	0.309065951260523
Ehmt1	hom_vs_het_wt	BP	GO:0031623	receptor internalization	70	10	4.53	0.01418	1.84832376915295	2.2075055187638	0.343901797987168
Ehmt1	hom_vs_het_wt	BP	GO:0086003	cardiac muscle cell contraction	50	8	3.24	0.01420	1.84771165561694	2.46913580246914	0.392544976785331
Ehmt1	hom_vs_het_wt	BP	GO:0038084	vascular endothelial growth factor signa...	23	5	1.49	0.01421	1.84740592207253	3.35570469798658	0.525783735923745
Ehmt1	hom_vs_het_wt	BP	GO:0050927	positive regulation of positive chemotax...	23	5	1.49	0.01421	1.84740592207253	3.35570469798658	0.525783735923745
Ehmt1	hom_vs_het_wt	BP	GO:0061515	myeloid cell development	60	9	3.88	0.01442	1.84103473961659	2.31958762886598	0.365410783845118
Ehmt1	hom_vs_het_wt	BP	GO:0060999	positive regulation of dendritic spine d...	41	7	2.65	0.01512	1.82044820883481	2.64150943396226	0.421852166077449
Ehmt1	hom_vs_het_wt	BP	GO:0007595	lactation	41	7	2.65	0.01512	1.82044820883481	2.64150943396226	0.421852166077449
Ehmt1	hom_vs_het_wt	BP	GO:0051153	regulation of striated muscle cell diffe...	114	14	7.38	0.01528	1.81587664576033	1.8970189701897	0.278071673855196
Ehmt1	hom_vs_het_wt	BP	GO:0009408	response to heat	92	12	5.95	0.01529	1.81559251458768	2.01680672268908	0.304664280319075
Ehmt1	hom_vs_het_wt	BP	GO:0042127	regulation of cell proliferation	1277	105	82.63	0.01543	1.81163407393685	1.27072491831054	0.104051546313494
Ehmt1	hom_vs_het_wt	BP	GO:0042493	response to drug	370	35	23.94	0.01547	1.81050968630063	1.46198830409357	0.164943898279884
Ehmt1	hom_vs_het_wt	BP	GO:0001525	angiogenesis	372	44	24.07	0.01551	1.80938820218639	1.82800166181969	0.261976586211157
Ehmt1	hom_vs_het_wt	BP	GO:0097530	granulocyte migration	71	10	4.59	0.01558	1.80743254666345	2.17864923747277	0.338187314462739
Ehmt1	hom_vs_het_wt	BP	GO:0051216	cartilage development	172	19	11.13	0.01568	1.80465394165158	1.70709793351303	0.232258436618121
Ehmt1	hom_vs_het_wt	BP	GO:0001701	in utero embryonic development	381	42	24.65	0.01591	1.79832982035342	1.70385395537525	0.231432366784652
Ehmt1	hom_vs_het_wt	BP	GO:0040017	positive regulation of locomotion	358	34	23.16	0.01595	1.7972393126068	1.46804835924007	0.166740361986856
Ehmt1	hom_vs_het_wt	BP	GO:0010595	positive regulation of endothelial cell ...	61	9	3.95	0.01597	1.79669508386152	2.27848101265823	0.357645413812865
Ehmt1	hom_vs_het_wt	BP	GO:0003012	muscle system process	308	48	19.93	0.01613	1.79236563261104	2.40842950326142	0.3817339386751
Ehmt1	hom_vs_het_wt	BP	GO:0006090	pyruvate metabolic process	82	11	5.31	0.01625	1.78914663468511	2.07156308851224	0.316298164076756
Ehmt1	hom_vs_het_wt	BP	GO:0003208	cardiac ventricle morphogenesis	72	14	4.66	0.01663	1.77910775078048	3.00429184549356	0.477742118988238
Ehmt1	hom_vs_het_wt	BP	GO:0051171	regulation of nitrogen compound metaboli...	3918	303	253.51	0.01673	1.77650405903761	1.19521912350598	0.0774475332386243
Ehmt1	hom_vs_het_wt	BP	GO:0007517	muscle organ development	347	48	22.45	0.01678	1.77520804350732	2.1380846325167	0.330024892036245
Ehmt1	hom_vs_het_wt	BP	GO:0060231	mesenchymal to epithelial transition	16	4	1.04	0.01694	1.77108659400531	3.84615384615385	0.585026652029182
Ehmt1	hom_vs_het_wt	BP	GO:0017144	drug metabolic process	16	4	1.04	0.01694	1.77108659400531	3.84615384615385	0.585026652029182
Ehmt1	hom_vs_het_wt	BP	GO:2000738	positive regulation of stem cell differe...	16	4	1.04	0.01694	1.77108659400531	3.84615384615385	0.585026652029182
Ehmt1	hom_vs_het_wt	BP	GO:0060314	regulation of ryanodine-sensitive calciu...	16	4	1.04	0.01694	1.77108659400531	3.84615384615385	0.585026652029182
Ehmt1	hom_vs_het_wt	BP	GO:0090279	regulation of calcium ion import	24	5	1.55	0.01702	1.76904044425143	3.2258064516129	0.508638306165727
Ehmt1	hom_vs_het_wt	BP	GO:0051491	positive regulation of filopodium assemb...	24	5	1.55	0.01702	1.76904044425143	3.2258064516129	0.508638306165727
Ehmt1	hom_vs_het_wt	BP	GO:0050926	regulation of positive chemotaxis	24	5	1.55	0.01702	1.76904044425143	3.2258064516129	0.508638306165727
Ehmt1	hom_vs_het_wt	BP	GO:0071229	cellular response to acid chemical	150	17	9.71	0.01710	1.76700388960785	1.75077239958805	0.243229691470269
Ehmt1	hom_vs_het_wt	BP	GO:0042398	cellular modified amino acid biosyntheti...	42	7	2.72	0.01716	1.76548271648731	2.57352941176471	0.410529135980058
Ehmt1	hom_vs_het_wt	BP	GO:0001974	blood vessel remodeling	42	7	2.72	0.01716	1.76548271648731	2.57352941176471	0.410529135980058
Ehmt1	hom_vs_het_wt	BP	GO:0006140	regulation of nucleotide metabolic proce...	626	61	40.5	0.01719	1.76472412331295	1.50617283950617	0.177874811796098
Ehmt1	hom_vs_het_wt	BP	GO:0019219	regulation of nucleobase-containing comp...	3861	299	249.82	0.01759	1.75473416054254	1.19686174045313	0.0780439843025545
Ehmt1	hom_vs_het_wt	BP	GO:0071621	granulocyte chemotaxis	62	9	4.01	0.01765	1.75325529027616	2.24438902743142	0.351098136819143
Ehmt1	hom_vs_het_wt	BP	GO:0072073	kidney epithelium development	139	16	8.99	0.01775	1.75080164260889	1.7797552836485	0.250360290922696
Ehmt1	hom_vs_het_wt	BP	GO:0003209	cardiac atrium morphogenesis	33	6	2.14	0.01779	1.74982405191607	2.80373831775701	0.447737477034453
Ehmt1	hom_vs_het_wt	BP	GO:0071772	response to BMP	33	6	2.14	0.01779	1.74982405191607	2.80373831775701	0.447737477034453
Ehmt1	hom_vs_het_wt	BP	GO:0071773	cellular response to BMP stimulus	33	6	2.14	0.01779	1.74982405191607	2.80373831775701	0.447737477034453
Ehmt1	hom_vs_het_wt	BP	GO:0090287	regulation of cellular response to growt...	163	18	10.55	0.01840	1.73518217699046	1.70616113744076	0.232020045469595
Ehmt1	hom_vs_het_wt	BP	GO:0007389	pattern specification process	425	42	27.5	0.01844	1.73423908328239	1.52727272727273	0.183916596567638
Ehmt1	hom_vs_het_wt	BP	GO:0033993	response to lipid	714	64	46.2	0.01847	1.73353310455976	1.38528138528139	0.141537998427762
Ehmt1	hom_vs_het_wt	BP	GO:0060255	regulation of macromolecule metabolic pr...	4802	357	310.71	0.01848	1.73329803311591	1.14898136526021	0.0603129851458224
Ehmt1	hom_vs_het_wt	BP	GO:1902476	chloride transmembrane transport	73	10	4.72	0.01868	1.72862312810593	2.11864406779661	0.326058001365912
Ehmt1	hom_vs_het_wt	BP	GO:0044712	single-organism catabolic process	1168	100	75.57	0.01868	1.72862312810593	1.32327643244674	0.121650577782225
Ehmt1	hom_vs_het_wt	BP	GO:0034976	response to endoplasmic reticulum stress	140	16	9.06	0.01888	1.72399801003795	1.76600441501104	0.246991784979112
Ehmt1	hom_vs_het_wt	BP	GO:0035295	tube development	600	52	38.82	0.01902	1.7207894873986	1.33951571354972	0.126947812582455
Ehmt1	hom_vs_het_wt	BP	GO:0060284	regulation of cell development	845	70	54.67	0.01911	1.71873931294499	1.28040973111396	0.1073489661227
Ehmt1	hom_vs_het_wt	BP	GO:0002700	regulation of production of molecular me...	84	11	5.44	0.01919	1.71692502526453	2.02205882352941	0.305793785460045
Ehmt1	hom_vs_het_wt	BP	GO:0003333	amino acid transmembrane transport	43	7	2.78	0.01939	1.71242219092129	2.51798561151079	0.40105324409618
Ehmt1	hom_vs_het_wt	BP	GO:0010605	negative regulation of macromolecule met...	1734	133	112.2	0.01952	1.70952018666933	1.18538324420677	0.0738587840469432
Ehmt1	hom_vs_het_wt	BP	GO:0031102	neuron projection regeneration	53	8	3.43	0.01978	1.70377371273884	2.33236151603499	0.367795866949173
Ehmt1	hom_vs_het_wt	BP	GO:0030224	monocyte differentiation	25	5	1.62	0.02017	1.69529410178723	3.08641975308642	0.489454989793388
Ehmt1	hom_vs_het_wt	BP	GO:0033119	negative regulation of RNA splicing	25	5	1.62	0.02017	1.69529410178723	3.08641975308642	0.489454989793388
Ehmt1	hom_vs_het_wt	BP	GO:0051154	negative regulation of striated muscle c...	25	5	1.62	0.02017	1.69529410178723	3.08641975308642	0.489454989793388
Ehmt1	hom_vs_het_wt	BP	GO:0060317	cardiac epithelial to mesenchymal transi...	25	5	1.62	0.02017	1.69529410178723	3.08641975308642	0.489454989793388
Ehmt1	hom_vs_het_wt	BP	GO:0035050	embryonic heart tube development	74	10	4.79	0.02039	1.69058277422186	2.08768267223382	0.319664486585437
Ehmt1	hom_vs_het_wt	BP	GO:0055117	regulation of cardiac muscle contraction	74	10	4.79	0.02039	1.69058277422186	2.08768267223382	0.319664486585437
Ehmt1	hom_vs_het_wt	BP	GO:0006182	cGMP biosynthetic process	34	6	2.2	0.02045	1.68930668765664	2.72727272727273	0.435728569561437
Ehmt1	hom_vs_het_wt	BP	GO:0035850	epithelial cell differentiation involved...	34	6	2.2	0.02045	1.68930668765664	2.72727272727273	0.435728569561437
Ehmt1	hom_vs_het_wt	BP	GO:0055007	cardiac muscle cell differentiation	102	24	6.6	0.02046	1.68909437062386	3.63636363636364	0.560667306169737
Ehmt1	hom_vs_het_wt	BP	GO:2000146	negative regulation of cell motility	189	20	12.23	0.02057	1.68676570830528	1.63532297628782	0.213603538627696
Ehmt1	hom_vs_het_wt	BP	GO:0097529	myeloid leukocyte migration	107	13	6.92	0.02058	1.68655462957359	1.87861271676301	0.273837257850079
Ehmt1	hom_vs_het_wt	BP	GO:1900542	regulation of purine nucleotide metaboli...	619	60	40.05	0.02072	1.6836102489268	1.49812734082397	0.175548729963387
Ehmt1	hom_vs_het_wt	BP	GO:0001935	endothelial cell proliferation	96	12	6.21	0.02083	1.68131073005225	1.93236714975845	0.286089645871045
Ehmt1	hom_vs_het_wt	BP	GO:0001678	cellular glucose homeostasis	130	15	8.41	0.02083	1.68131073005225	1.78359096313912	0.251295263257769
Ehmt1	hom_vs_het_wt	BP	GO:0043267	negative regulation of potassium ion tra...	17	4	1.1	0.02105	1.67674789982831	3.63636363636364	0.560667306169737
Ehmt1	hom_vs_het_wt	BP	GO:0060055	angiogenesis involved in wound healing	17	4	1.1	0.02105	1.67674789982831	3.63636363636364	0.560667306169737
Ehmt1	hom_vs_het_wt	BP	GO:0040013	negative regulation of locomotion	214	22	13.85	0.02122	1.67325462043468	1.5884476534296	0.200972907421739
Ehmt1	hom_vs_het_wt	BP	GO:0030500	regulation of bone mineralization	64	9	4.14	0.02137	1.67019547783593	2.17391304347826	0.337242168318426
Ehmt1	hom_vs_het_wt	BP	GO:0060998	regulation of dendritic spine developmen...	64	9	4.14	0.02137	1.67019547783593	2.17391304347826	0.337242168318426
Ehmt1	hom_vs_het_wt	BP	GO:1901879	regulation of protein depolymerization	64	9	4.14	0.02137	1.67019547783593	2.17391304347826	0.337242168318426
Ehmt1	hom_vs_het_wt	BP	GO:0048701	embryonic cranial skeleton morphogenesis	44	7	2.85	0.02181	1.6613443344213	2.45614035087719	0.390253180005747
Ehmt1	hom_vs_het_wt	BP	GO:0071230	cellular response to amino acid stimulus	54	8	3.49	0.02195	1.65856547542186	2.29226361031519	0.360264560032764
Ehmt1	hom_vs_het_wt	BP	GO:0009725	response to hormone	721	64	46.65	0.02213	1.65501858607274	1.37191854233655	0.137328325901368
Ehmt1	hom_vs_het_wt	BP	GO:0007519	skeletal muscle tissue development	191	20	12.36	0.02277	1.64263696938486	1.61812297734628	0.209011524911184
